cid,bdate,gen
NASAW00018754,25/3/1981,Female
NASAW00018755,21/2/1982,Male
NASAW00018756,31/10/1981,Female
NASAW00018757,15/2/1982,Male
NASAW00018758,29/8/1984,Male
NASAW00018759,11/8/1983,Male
NASAW00018760,6/8/1983,Female
NASAW00018761,4/4/1984,Male
NASAW00018762,19/11/1983,Female
NASAW00018763,20/8/1954,Female
NASAW00018764,23/6/1983,Female
NASAW00018765,15/2/1983,Male
NASAW00018766,14/7/1945,Male
NASAW00018767,7/12/1951,Male
NASAW00018768,23/8/1947,Male
NASAW00018769,30/1/1949,Female
NASAW00018770,3/12/1981,Male
NASAW00018771,2/7/1981,Male
NASAW00018772,11/8/1981,Female
NASAW00018773,10/1/1982,Female
NASAW00018774,17/12/1981,Male
NASAW00018775,14/11/1980,Female
NASAW00018776,4/4/1981,Male
NASAW00018777,23/1/1980,Male
NASAW00018778,5/1/1980,Male
NASAW00018779,20/10/1979,Male
NASAW00018780,6/11/1978,Male
NASAW00018781,11/10/1977,Male
NASAW00018782,21/10/1977,Male
NASAW00018783,17/10/1973,Male
NASAW00018784,30/9/1973,Female
NASAW00018785,4/5/1973,Female
NASAW00018786,14/4/1973,Male
NASAW00018787,10/11/1968,Female
NASAW00018788,30/8/1973,Female
NASAW00018789,18/4/1979,Male
NASAW00018790,25/3/1985,Female
NASAW00018791,19/2/1985,Female
NASAW00018792,20/2/1985,Female
NASAW00018793,17/10/1949,Male
NASAW00018794,16/9/1984,Male
NASAW00018795,3/3/1984,Male
NASAW00018796,4/6/1953,Male
NASAW00018797,21/9/1983,Male
NASAW00018798,11/12/1983,Female
NASAW00018799,22/4/1977,Male
NASAW00018800,8/10/1982,Female
NASAW00018801,17/9/1976,Female
NASAW00018802,7/10/1982,Male
NASAW00018803,26/5/1977,Male
NASAW00018804,22/5/1982,Male
NASAW00018805,19/12/1977,Female
NASAW00018806,8/3/1978,Female
NASAW00018807,11/1/1970,Male
NASAW00018808,24/10/1961,Female
NASAW00018809,6/10/1961,Male
NASAW00018810,22/12/1939,Male
NASAW00018811,24/12/1968,Male
NASAW00018812,30/9/1979,Male
NASAW00018813,5/11/1968,Female
NASAW00018814,10/1/1980,Male
NASAW00018815,13/12/1968,Female
NASAW00018816,12/12/1968,Female
NASAW00018817,6/1/1985,Female
NASAW00018818,12/9/1968,Male
NASAW00018819,22/4/1974,Female
NASAW00018820,29/1/1974,Female
NASAW00018821,14/6/1968,Male
NASAW00018822,23/12/1967,Male
NASAW00018823,24/10/1967,Male
NASAW00018824,21/2/1968,Male
NASAW00018825,18/9/1973,Male
NASAW00018826,23/6/1972,Female
NASAW00018827,18/11/1972,Female
NASAW00018828,16/8/1966,Female
NASAW00018829,11/9/1966,Male
NASAW00018830,8/3/1967,Female
NASAW00018831,27/6/1967,Male
NASAW00018832,4/2/1967,Male
NASAW00018833,30/8/1960,Female
NASAW00018834,18/4/1961,Female
NASAW00018835,11/10/1960,Female
NASAW00018836,13/8/1960,Female
NASAW00018837,11/4/1961,Female
NASAW00018838,9/9/1966,Female
NASAW00018839,9/4/1966,Male
NASAW00018840,17/6/1961,Female
NASAW00018841,6/3/1942,Female
NASAW00018842,5/1/1942,Male
NASAW00018843,19/7/1941,Male
NASAW00018844,11/10/1947,Male
NASAW00018845,29/9/1941,Female
NASAW00018846,31/8/1941,Male
NASAW00018847,8/5/1947,Female
NASAW00018848,1/11/1941,Male
NASAW00018849,13/12/1965,Female
NASAW00018850,10/1/1966,Male
NASAW00018851,14/4/1960,Male
NASAW00018852,19/7/1965,Female
NASAW00018853,11/1/1960,Female
NASAW00018854,21/5/1965,Male
NASAW00018855,19/11/1959,Male
NASAW00018856,12/9/1959,Male
NASAW00018857,1/1/1960,Male
NASAW00018858,2/11/1959,Male
NASAW00018859,17/3/1960,Female
NASAW00018860,13/12/1965,Female
NASAW00018861,22/8/1959,Female
NASAW00018862,21/3/1960,Male
NASAW00018863,13/5/1960,Male
NASAW00018864,8/9/1965,Male
NASAW00018865,23/7/1958,Female
NASAW00018866,30/9/1958,Male
NASAW00018867,15/3/1958,Male
NASAW00018868,15/11/1957,Male
NASAW00018869,25/2/1958,Female
NASAW00018870,31/1/1958,Female
NASAW00018871,11/1/1943,Male
NASAW00018872,19/12/1943,Male
NASAW00018873,18/5/1945,Male
NASAW00018874,3/11/1944,Female
NASAW00018875,23/11/1944,Male
NASAW00018876,15/2/1945,Male
NASAW00018877,3/7/1951,Male
NASAW00018878,16/10/1951,Female
NASAW00018879,22/3/1958,Male
NASAW00018880,4/9/1946,Male
NASAW00018881,7/8/1946,Female
NASAW00018882,31/1/1947,Male
NASAW00018883,5/12/1982,Male
NASAW00018884,17/12/1982,Male
NASAW00018885,22/12/1953,Female
NASAW00018886,10/6/1983,Male
NASAW00018887,21/11/1982,Female
NASAW00018888,17/6/1983,Male
NASAW00018889,14/9/1982,Female
NASAW00018890,30/11/1982,Female
NASAW00018891,10/3/1983,Female
NASAW00018892,16/5/1983,Male
NASAW00018893,13/12/1982,Male
NASAW00018894,21/3/1983,Male
NASAW00018895,13/8/1960,Male
NASAW00018896,13/9/1954,Male
NASAW00018897,4/2/1955,Male
NASAW00018898,10/3/1961,Female
NASAW00018899,26/10/1955,Male
NASAW00018900,6/4/1956,Male
NASAW00018901,5/9/1962,Male
NASAW00018902,12/8/1962,Male
NASAW00018903,26/5/1957,Male
NASAW00018904,12/4/1986,Female
NASAW00018905,1/4/1985,Male
NASAW00018906,11/10/1957,Female
NASAW00018907,15/11/1957,Female
NASAW00018908,14/2/1960,Female
NASAW00018909,10/12/1960,Female
NASAW00018910,26/4/1981,Male
NASAW00018911,19/12/1980,Male
NASAW00018912,15/4/1981,Male
NASAW00018913,6/5/1981,Male
NASAW00018914,12/1/1981,Female
NASAW00018915,4/7/1980,Female
NASAW00018916,3/8/1979,Male
NASAW00018917,8/9/1979,Male
NASAW00018918,25/6/1979,Female
NASAW00018919,17/5/1979,Male
NASAW00018920,16/11/1978,Male
NASAW00018921,22/9/1978,Female
NASAW00018922,5/3/1979,Female
NASAW00018923,22/4/1979,Female
NASAW00018924,21/5/1979,Female
NASAW00018925,9/11/1981,Female
NASAW00018926,25/9/1981,Male
NASAW00018927,5/8/1981,Female
NASAW00018928,22/8/1971,Female
NASAW00018929,14/12/1960,Male
NASAW00018930,15/4/1961,Female
NASAW00018931,13/6/1962,Female
NASAW00018932,31/7/1969,Male
NASAW00018933,30/8/1985,Female
NASAW00018934,22/8/1979,Male
NASAW00018935,15/11/1971,Female
NASAW00018936,11/7/1971,Female
NASAW00018937,10/8/1962,Male
NASAW00018938,30/11/1962,Male
NASAW00018939,24/9/1962,Male
NASAW00018940,16/4/1963,Male
NASAW00018941,5/9/1962,Male
NASAW00018942,19/11/1962,Male
NASAW00018943,1/2/1963,Female
NASAW00018944,3/11/1961,Male
NASAW00018945,21/12/1961,Male
NASAW00018946,5/8/1967,Male
NASAW00018947,4/11/1961,Male
NASAW00018948,13/3/1967,Female
NASAW00018949,30/12/1937,Male
NASAW00018950,22/10/1970,Female
NASAW00018951,14/6/1971,Male
NASAW00018952,22/4/1971,Female
NASAW00018953,20/10/1976,Female
NASAW00018954,23/11/1970,Male
NASAW00018955,19/8/1967,Male
NASAW00018956,15/10/1967,Female
NASAW00018957,8/10/1967,Female
NASAW00018958,15/1/1968,Female
NASAW00018959,4/8/1967,Male
NASAW00018960,3/4/1968,Male
NASAW00018961,4/3/1968,Male
NASAW00018962,23/6/1968,Male
NASAW00018963,2/8/1967,Female
NASAW00018964,6/9/1966,Male
NASAW00018965,12/10/1972,Male
NASAW00018966,16/4/1948,Female
NASAW00018967,22/1/1948,Male
NASAW00018968,11/4/1953,Male
NASAW00018969,9/1/1948,Female
NASAW00018970,8/2/1949,Male
NASAW00018971,11/8/1948,Male
NASAW00018972,6/8/1948,Male
NASAW00018973,7/12/1948,Female
NASAW00018974,22/11/1948,Male
NASAW00018975,13/5/1955,Male
NASAW00018976,19/10/1949,Male
NASAW00018977,14/2/1950,Male
NASAW00018978,4/8/1955,Male
NASAW00018979,18/9/1949,Male
NASAW00018980,16/4/1950,Female
NASAW00018981,25/10/1949,Female
NASAW00018982,5/10/1950,Male
NASAW00018983,16/10/1956,Female
NASAW00018984,8/2/1962,Female
NASAW00018985,21/7/1950,Female
NASAW00018986,9/1/1951,Male
NASAW00018987,13/8/1950,Male
NASAW00018988,5/7/1950,Female
NASAW00018989,16/10/1956,Female
NASAW00018990,22/8/1951,Female
NASAW00018991,30/10/1951,Male
NASAW00018992,17/4/1952,Male
NASAW00018993,13/5/1952,Male
NASAW00018994,17/11/1958,Male
NASAW00018995,29/10/1952,Female
NASAW00018996,12/5/1953,Female
NASAW00018997,5/9/1952,Male
NASAW00018998,6/5/1953,Male
NASAW00018999,21/10/1952,Female
NASAW00019000,9/11/1959,Female
NASAW00019001,23/8/1953,Male
NASAW00019002,7/4/1954,Female
NASAW00019003,4/6/1965,Male
NASAW00019004,31/8/1959,Male
NASAW00019005,24/9/1954,Female
NASAW00019006,18/10/1955,Female
NASAW00019007,8/9/1961,Female
NASAW00019008,8/11/1955,Female
NASAW00019009,20/10/1961,Female
NASAW00019010,6/12/1955,Female
NASAW00019011,6/2/1956,Female
NASAW00019012,11/10/1955,Male
NASAW00019013,7/5/1956,Female
NASAW00019014,2/1/1957,Male
NASAW00019015,7/2/1962,Male
NASAW00019016,25/4/1957,Female
NASAW00019017,10/3/1957,Female
NASAW00019018,7/11/1962,Female
NASAW00019019,5/9/1962,Male
NASAW00019020,12/3/1963,Male
NASAW00019021,18/11/1963,Female
NASAW00019022,11/4/1969,Female
NASAW00019023,22/3/1958,Female
NASAW00019024,3/2/1958,Male
NASAW00019025,5/5/1958,Male
NASAW00019026,6/5/1958,Male
NASAW00019027,18/2/1963,Female
NASAW00019028,22/5/1968,Male
NASAW00019029,10/2/1963,Female
NASAW00019030,14/8/1973,Male
NASAW00019031,10/1/1963,Female
NASAW00019032,13/10/1962,Female
NASAW00019033,1/3/1962,Male
NASAW00019034,23/4/1962,Female
NASAW00019035,24/3/1962,Male
NASAW00019036,23/10/1960,Male
NASAW00019037,10/2/1961,Male
NASAW00019038,13/2/1960,Male
NASAW00019039,11/8/1949,Male
NASAW00019040,4/3/1950,Male
NASAW00019041,30/11/1950,Female
NASAW00019042,8/5/1956,Male
NASAW00019043,8/12/1950,Female
NASAW00019044,29/9/1950,Male
NASAW00019045,31/1/1952,Male
NASAW00019046,11/8/1951,Female
NASAW00019047,7/9/1951,Female
NASAW00019048,15/4/1952,Male
NASAW00019049,11/4/1952,Male
NASAW00019050,21/10/1964,Male
NASAW00019051,17/11/1959,Female
NASAW00019052,13/12/1959,Female
NASAW00019053,18/2/1960,Male
NASAW00019054,19/12/1959,Male
NASAW00019055,13/10/1959,Male
NASAW00019056,1/1/1959,Female
NASAW00019057,12/9/1964,Female
NASAW00019058,3/12/1958,Male
NASAW00019059,25/8/1958,Male
NASAW00019060,15/11/1958,Female
NASAW00019061,7/9/1957,Female
NASAW00019062,25/3/1958,Female
NASAW00019063,23/5/1958,Female
NASAW00019064,15/6/1958,Female
NASAW00019065,22/10/1957,Female
NASAW00019066,22/7/1957,Male
NASAW00019067,7/8/1956,Female
NASAW00019068,7/10/1956,Female
NASAW00019069,8/7/1961,Male
NASAW00019070,26/3/1956,Male
NASAW00019071,13/10/1955,Male
NASAW00019072,31/1/1960,Female
NASAW00019073,7/3/1955,Male
NASAW00019074,8/11/1953,Female
NASAW00019075,21/9/1953,Male
NASAW00019076,30/11/1953,Female
NASAW00019077,10/3/1954,Male
NASAW00019078,2/8/1952,Female
NASAW00019079,14/2/1953,Male
NASAW00019080,16/3/1953,Male
NASAW00019081,3/2/1953,Female
NASAW00019082,8/2/1953,Male
NASAW00019083,9/8/1980,Male
NASAW00019084,10/2/1982,Female
NASAW00019085,22/4/1982,Female
NASAW00019086,15/5/1981,Male
NASAW00019087,15/2/1981,Female
NASAW00019088,1/5/1980,Male
NASAW00019089,10/4/1981,Female
NASAW00019090,13/9/1979,Male
NASAW00019091,9/8/1978,Male
NASAW00019092,4/9/1979,Male
NASAW00019093,18/6/1980,Female
NASAW00019094,21/12/1978,Male
NASAW00019095,7/5/1979,Female
NASAW00019096,22/4/1978,Male
NASAW00019097,11/1/1977,Female
NASAW00019098,19/2/1978,Male
NASAW00019099,9/5/1978,Female
NASAW00019100,28/5/1982,Male
NASAW00019101,3/12/1981,Female
NASAW00019102,7/9/1975,Female
NASAW00019103,23/1/1976,Male
NASAW00019104,24/2/1982,Female
NASAW00019105,30/9/1976,Female
NASAW00019106,30/1/1982,Male
NASAW00019107,31/10/1975,Male
NASAW00019108,4/4/1983,Female
NASAW00019109,31/12/1977,Female
NASAW00019110,1/2/1978,Male
NASAW00019111,31/8/1977,Female
NASAW00019112,11/4/1976,Female
NASAW00019113,9/4/1976,Male
NASAW00019114,11/10/1975,Female
NASAW00019115,4/4/1975,Female
NASAW00019116,10/4/1980,Male
NASAW00019117,22/5/1986,Female
NASAW00019118,30/1/1977,Male
NASAW00019119,11/2/1982,Male
NASAW00019120,31/3/1977,Male
NASAW00019121,11/5/1977,Female
NASAW00019122,17/4/1977,Female
NASAW00019123,1/5/1980,Female
NASAW00019124,8/4/1975,Male
NASAW00019125,18/1/1973,Male
NASAW00019126,19/5/1981,Male
NASAW00019127,21/3/1976,Female
NASAW00019128,9/3/1981,Female
NASAW00019129,22/4/1976,Male
NASAW00019130,16/8/1981,Female
NASAW00019131,22/10/1978,Male
NASAW00019132,12/11/1972,Male
NASAW00019133,10/9/1978,Male
NASAW00019134,12/11/1972,Female
NASAW00019135,3/2/1977,Male
NASAW00019136,30/9/1971,Male
NASAW00019137,11/3/1977,Male
NASAW00019138,16/4/1972,Male
NASAW00019139,10/3/1983,Male
NASAW00019140,19/3/1972,Female
NASAW00019141,30/8/1971,Male
NASAW00019142,8/5/1972,Male
NASAW00019143,7/1/1971,Female
NASAW00019144,22/12/1976,Male
NASAW00019145,22/10/1970,Female
NASAW00019146,14/7/1976,Female
NASAW00019147,9/3/1975,Male
NASAW00019148,5/9/1975,Male
NASAW00019149,13/9/1980,Male
NASAW00019150,13/2/1986,Female
NASAW00019151,14/2/1970,Male
NASAW00019152,1/8/1969,Male
NASAW00019153,22/3/1975,Male
NASAW00019154,8/7/1980,Female
NASAW00019155,24/4/1970,Female
NASAW00019156,3/7/1969,Female
NASAW00019157,25/6/1970,Male
NASAW00019158,15/3/1975,Female
NASAW00019159,12/11/1969,Male
NASAW00019160,21/9/1968,Female
NASAW00019161,4/4/1969,Male
NASAW00019162,12/5/1969,Male
NASAW00019163,18/10/1979,Female
NASAW00019164,22/12/1973,Female
NASAW00019165,2/3/1974,Female
NASAW00019166,12/12/1979,Female
NASAW00019167,6/12/1979,Female
NASAW00019168,17/4/1969,Male
NASAW00019169,1/5/1969,Female
NASAW00019170,10/5/1969,Male
NASAW00019171,24/2/1969,Female
NASAW00019172,15/4/1985,Male
NASAW00019173,16/9/1979,Female
NASAW00019174,2/6/1979,Female
NASAW00019175,19/8/1977,Male
NASAW00019176,30/11/1977,Female
NASAW00019177,22/1/1979,Female
NASAW00019178,22/2/1978,Female
NASAW00019179,20/11/1977,Female
NASAW00019180,7/9/1977,Female
NASAW00019181,24/4/1978,Male
NASAW00019182,19/5/1983,Male
NASAW00019183,7/8/1976,Male
NASAW00019184,5/10/1982,Female
NASAW00019185,22/5/1977,Female
NASAW00019186,11/2/1982,Male
NASAW00019187,10/11/1976,Male
NASAW00019188,4/12/1976,Male
NASAW00019189,8/9/1976,Female
NASAW00019190,24/11/1976,Male
NASAW00019191,19/1/1977,Male
NASAW00019192,9/9/1975,Female
NASAW00019193,21/5/1976,Male
NASAW00019194,29/9/1975,Male
NASAW00019195,22/5/1981,Male
NASAW00019196,31/8/1981,Female
NASAW00019197,16/5/1976,Female
NASAW00019198,5/5/1986,Female
NASAW00019199,6/10/1980,Male
NASAW00019200,22/9/1971,Male
NASAW00019201,25/4/1972,Male
NASAW00019202,8/1/1972,Female
NASAW00019203,11/12/1958,Male
NASAW00019204,17/12/1958,Female
NASAW00019205,12/9/1964,Male
NASAW00019206,5/2/1975,Female
NASAW00019207,4/4/1971,Male
NASAW00019208,2/10/1959,Female
NASAW00019209,1/1/1960,Female
NASAW00019210,2/8/1965,Female
NASAW00019211,21/2/1960,Female
NASAW00019212,7/3/1966,Female
NASAW00019213,7/7/1960,Female
NASAW00019214,15/8/1961,Female
NASAW00019215,30/9/1967,Male
NASAW00019216,1/3/1962,Male
NASAW00019217,12/3/1973,Male
NASAW00019218,9/4/1962,Male
NASAW00019219,5/6/1962,Female
NASAW00019220,7/7/1962,Female
NASAW00019221,23/9/1962,Female
NASAW00019222,17/2/1968,Male
NASAW00019223,17/6/1974,Female
NASAW00019224,21/3/1963,Female
NASAW00019225,7/4/1963,Male
NASAW00019226,14/10/1980,Male
NASAW00019227,16/8/1969,Male
NASAW00019228,9/9/1963,Female
NASAW00019229,20/2/1964,Male
NASAW00019230,11/11/1963,Female
NASAW00019231,11/4/1969,Female
NASAW00019232,9/11/1970,Female
NASAW00019233,2/5/1970,Male
NASAW00019234,13/5/1983,Male
NASAW00019235,2/2/1978,Female
NASAW00019236,9/2/1978,Female
NASAW00019237,15/10/1978,Female
NASAW00019238,4/2/1984,Female
NASAW00019239,17/4/1979,Male
NASAW00019240,18/10/1978,Female
NASAW00019241,31/12/1978,Female
NASAW00019242,4/5/1979,Male
NASAW00019243,24/4/1984,Male
NASAW00019244,4/6/1984,Male
NASAW00019245,23/2/1982,Male
NASAW00019246,5/2/1977,Male
NASAW00019247,4/5/1979,Female
NASAW00019248,22/8/1978,Female
NASAW00019249,2/6/1967,Male
NASAW00019250,2/7/1966,Female
NASAW00019251,7/8/1966,Male
NASAW00019252,27/8/1961,Female
NASAW00019253,19/3/1967,Female
NASAW00019254,7/5/1962,Male
NASAW00019255,13/8/1960,Male
NASAW00019256,7/3/1966,Female
NASAW00019257,12/1/1965,Female
NASAW00019258,13/5/1976,Male
NASAW00019259,22/7/1942,Female
NASAW00019260,4/1/1945,Female
NASAW00019261,23/11/1945,Female
NASAW00019262,26/5/1948,Female
NASAW00019263,6/5/1948,Female
NASAW00019264,21/3/1986,Male
NASAW00019265,22/8/1984,Male
NASAW00019266,4/4/1985,Male
NASAW00019267,5/8/1984,Male
NASAW00019268,10/5/1984,Female
NASAW00019269,20/9/1982,Female
NASAW00019270,24/6/1985,Male
NASAW00019271,12/11/1983,Male
NASAW00019272,18/7/1948,Male
NASAW00019273,23/7/1948,Female
NASAW00019274,8/7/1948,Female
NASAW00019275,17/12/1972,Male
NASAW00019276,6/8/1972,Male
NASAW00019277,24/1/1966,Male
NASAW00019278,10/1/1966,Male
NASAW00019279,2/9/1965,Male
NASAW00019280,23/8/1969,Male
NASAW00019281,13/4/1969,Female
NASAW00019282,30/4/1980,Female
NASAW00019283,8/1/1964,Male
NASAW00019284,6/4/1969,Female
NASAW00019285,8/8/1971,Female
NASAW00019286,30/8/1965,Female
NASAW00019287,23/7/1970,Male
NASAW00019288,4/12/1964,Female
NASAW00019289,22/10/1970,Male
NASAW00019290,30/10/1974,Male
NASAW00019291,22/11/1981,Female
NASAW00019292,3/12/1981,Male
NASAW00019293,25/2/1976,Female
NASAW00019294,6/3/1976,Male
NASAW00019295,23/1/1975,Female
NASAW00019296,4/7/1974,Male
NASAW00019297,18/2/1975,Male
NASAW00019298,6/4/1986,Female
NASAW00019299,8/10/1980,Female
NASAW00019300,8/10/1957,Male
NASAW00019301,29/8/1957,Female
NASAW00019302,7/8/1962,Male
NASAW00019303,9/4/1957,Male
NASAW00019304,7/1/1959,Female
NASAW00019305,21/8/1973,Female
NASAW00019306,13/8/1973,Female
NASAW00019307,8/3/1974,Male
NASAW00019308,16/10/1973,Female
NASAW00019309,22/5/1974,Male
NASAW00019310,13/4/1979,Female
NASAW00019311,23/9/1973,Female
NASAW00019312,18/7/1973,Female
NASAW00019313,7/9/1972,Male
NASAW00019314,12/3/1978,Male
NASAW00019315,2/3/1973,Male
NASAW00019316,20/5/1978,Male
NASAW00019317,12/3/1978,Female
NASAW00019318,29/11/1972,Male
NASAW00019319,29/1/1978,Male
NASAW00019320,2/5/1972,Female
NASAW00019321,8/8/1977,Male
NASAW00019322,13/4/1977,Male
NASAW00019323,6/9/1983,Male
NASAW00019324,8/4/1973,Female
NASAW00019325,11/9/1972,Female
NASAW00019326,10/3/1983,Male
NASAW00019327,31/1/1972,Female
NASAW00019328,10/9/1970,Male
NASAW00019329,19/4/1971,Female
NASAW00019330,30/9/1970,Male
NASAW00019331,30/8/1976,Male
NASAW00019332,14/7/1976,Male
NASAW00019333,11/1/1971,Female
NASAW00019334,3/4/1975,Female
NASAW00019335,14/2/1970,Male
NASAW00019336,7/9/1969,Male
NASAW00019337,12/12/1975,Female
NASAW00019338,4/10/1971,Female
NASAW00019339,21/12/1971,Male
NASAW00019340,15/8/1971,Female
NASAW00019341,21/2/1972,Male
NASAW00019342,5/4/1974,Female
NASAW00019343,30/1/1969,Male
NASAW00019344,16/12/1974,Female
NASAW00019345,18/8/1976,Female
NASAW00019346,11/10/1976,Female
NASAW00019347,4/3/1971,Male
NASAW00019348,15/9/1970,Female
NASAW00019349,9/8/1975,Male
NASAW00019350,13/9/1980,Female
NASAW00019351,19/10/1968,Male
NASAW00019352,11/5/1969,Male
NASAW00019353,9/8/1974,Female
NASAW00019354,29/8/1982,Female
NASAW00019355,8/8/1982,Male
NASAW00019356,10/5/1982,Male
NASAW00019357,25/5/1985,Male
NASAW00019358,16/12/1983,Male
NASAW00019359,16/2/1969,Male
NASAW00019360,1/10/1968,Female
NASAW00019361,24/3/1969,Female
NASAW00019362,9/8/1974,Male
NASAW00019363,2/12/1967,Female
NASAW00019364,16/10/1973,Male
NASAW00019365,31/12/1967,Male
NASAW00019366,1/10/1967,Female
NASAW00019367,14/2/1984,Male
NASAW00019368,23/9/1983,Female
NASAW00019369,30/9/1983,Male
NASAW00019370,22/12/1982,Male
NASAW00019371,5/12/1982,Male
NASAW00019372,16/12/1981,Female
NASAW00019373,12/3/1982,Female
NASAW00019374,29/9/1980,Female
NASAW00019375,27/5/1981,Male
NASAW00019376,26/10/1981,Female
NASAW00019377,25/8/1981,Male
NASAW00019378,30/10/1981,Male
NASAW00019379,22/5/1980,Female
NASAW00019380,7/1/1981,Male
NASAW00019381,11/7/1980,Female
NASAW00019382,23/4/1981,Male
NASAW00019383,31/8/1978,Male
NASAW00019384,5/3/1979,Male
NASAW00019385,20/1/1984,Female
NASAW00019386,23/12/1979,Male
NASAW00019387,22/9/1979,Female
NASAW00019388,24/1/1986,Male
NASAW00019389,13/11/1983,Male
NASAW00019390,1/4/1984,Male
NASAW00019391,31/3/1984,Male
NASAW00019392,16/8/1983,Male
NASAW00019393,17/5/1967,Male
NASAW00019394,14/12/1966,Male
NASAW00019395,29/11/1965,Male
NASAW00019396,8/9/1965,Female
NASAW00019397,24/8/1971,Male
NASAW00019398,8/4/1966,Male
NASAW00019399,9/4/1966,Male
NASAW00019400,7/9/1972,Male
NASAW00019401,9/12/1972,Male
NASAW00019402,18/12/1972,Male
NASAW00019403,1/12/1972,Female
NASAW00019404,12/2/1934,Female
NASAW00019405,17/8/1971,Female
NASAW00019406,5/10/1971,Female
NASAW00019407,5/8/1965,Female
NASAW00019408,20/7/1965,Female
NASAW00019409,8/8/1965,Female
NASAW00019410,3/8/1964,Female
NASAW00019411,29/9/1964,Female
NASAW00019412,26/3/1965,Male
NASAW00019413,4/3/1964,Male
NASAW00019414,20/10/1974,Female
NASAW00019415,10/6/1971,Male
NASAW00019416,20/7/1965,Female
NASAW00019417,6/4/1965,Female
NASAW00019418,8/12/1964,Male
NASAW00019419,19/2/1976,Female
NASAW00019420,16/12/1964,Male
NASAW00019421,8/3/1976,Male
NASAW00019422,18/5/1976,Female
NASAW00019423,4/2/1976,Female
NASAW00019424,12/1/1975,Male
NASAW00019425,25/2/1975,Male
NASAW00019426,12/12/1975,Male
NASAW00019427,9/9/1975,Male
NASAW00019428,23/4/1981,Male
NASAW00019429,4/3/1976,Male
NASAW00019430,10/1/1926,Female
NASAW00019431,16/2/1975,Female
NASAW00019432,9/9/1980,Male
NASAW00019433,1/6/1975,Female
NASAW00019434,18/7/1980,Male
NASAW00019435,16/7/1980,Male
